"callnum","circ","lang","ctry"
"RA643.8 .H589 2005","0","eng","th "
"RA643.8 .H589 2005","0","eng","th "
"RA643.8 .H589 2005","0","eng","th "
"RA643.8 .H589 2005","0","eng","th "
"RA643.8 .H589 2005","0","eng","th "
"HD9502.Z36 E545 2001","0","eng","ke "
"HD9502.A492 P68 2001","0","eng","ke "
"HD9502.T352 P69 2001","0","eng","ke "
"HT690.C55 B4713 1989","0","eng","enk"
"HD9502.U332 P69 2001","0","eng","ke "
"TJ807.9.E652 S87 2002","0","eng","ke "
"TJ807.9.A35 R46 2001","0","eng","ke "
"HD9682.K4 B96 2002","0","eng","ke "
"HD9502.Z36 G46 2002","0","eng","ke "
" QC519 .L6 1947","1","eng","nyu"
"PT2051 .A67 2009","0","ger","gw "
"DD290.33.K84 A5 2009","0","ger","gw "
"BP166.3 .I267 2008","0","ara","su "
"BP166.3 .I267 2008","0","ara","su "
"BP166.3 .I267 2008","0","ara","su "
"DS94.8.B4 A94 2005","0","ara","sy "
"DS94.8.B4 A94 2005","0","ara","sy "
"DS94.8.B4 A94 2005","0","ara","sy "
"PT5881.23.C55 H64 2006","0","dut","ne "
"NB1277 .W87 2004","0","ger","gw "
"DD290.33.M47 A8 2009","0","ger","gw "
"BP88.A742 M84 2009","0","ara","jo "
"PT2716.E76 L67 2009","0","ger","au "
"HV8207 .M54 2008","0","ger","gw "
"PJ7842.H7875 A17 2007","0","ara","jo "
"PJ7842.H7875 A17 2007","0","ara","jo "
"PT2672.I4947 W44 2009","0","ger","au "
"PT2713.E355 H37 2009","0","ger","gw "
"PH135 .K33 2009","0","swe","fi "
"ND1042 .T67 2009","0","eng","cau"
"JC479 .S57 2008","0","nor","no "
"PQ3989.S468 S5814 2004","0","ara","ae "
"F2810 .C823 2009","0","spa","ag "
"F2810 .C823 2009","0","spa","ag "
"F2810 .C823 2009","0","spa","ag "
"PQ2246 .L53 2006","0","fre","po "
"HD6971 .P55 2001","0","eng","enk"
" F373 .F57 1978","1","eng","lau"
"CD1897.5.A1 E52 1997","1","glg","sp "
"HT127.7 .D84 2007","0","spa","mx "
"HQ1106 .M45 2008","0","spa","ag "
"PQ9469.2.S155 C66 1986","0","glg","sp "
"DS556.14 .I58 2008","0","eng","vm "
"DS145 .A6447716 2009","0","spa","ag "
"PN1997.P225 M37 2009","0","spa","sp "
"DP536.8.S2 P47 1976","0","por","po "
"GV1493 .Z436 2008","0","eng","cau"
"PQ9469.2.V35 Q46 2000","0","glg","sp "
"PQ7798.1.I7 C66 2009","1","spa","ag "
"CD1864 .A52 2008","0","spa","ag "
"Z115.S7 T356 2008","0","spa","ag "
"PQ9942.9.B385 V58 2004","0","por","cv "
"PQ6056 .L66 2009","1","spa","sp "
"PN56.I45 L56 2009","0","spa","ag "
"BX3714.A7 T457 2009","0","spa","ag "
"PQ7797.V27 H8 2009","0","spa","ag "
"PN2452.B8 E88 2009","0","spa","ag "
"PN1997.2.T346 C53 2007","0","tha","th "
"HD9574.A73 N4853 2008","0","spa","ag "
"BQ988.R58 P73 2006","1","tha","th "
"BP80.B399 N37 1989","0","ara","ae "
"PQ9261.P571 T33 1900","0","por","bl "
"HX223.8.M37 M39 2009","0","spa","ag "
"HG3881.5.A75 A837 2008","0","eng","ph "
"LC212.43.L29 D53 2009","0","spa","mx "
"DS498.7 .G66 1950","0","por","ii "
"HD9577.Z552 A77 2002","0","eng","ke "
"E664 S3 E2","1","ger","gw "
"JV7402 .D4 2008","0","spa","mx "
"PL861.A6 O413 2008","2","eng","enk"
"PQ6353 .M29 2009","0","spa","sp "
"N8251.S37 B58 2008","0","eng","enk"
"PQ9261.G68 T47 1925","0","por","ii "
"BP188 .A348 2002","0","ara","nr "
"PN2785.G3 M36 2000","0","glg","sp "
"P959 .S25 2008","0","ita","it "
"P959 .S25 2008","0","ita","it "
"P959 .S25 2008","0","ita","it "
"HC415.4 .S58 2004","0","ara","iq "
"HD9581.A356 A83 2002","0","eng","ke "
"NX512.3.A35 H55 2008","4","eng","miu"
"PR888.S638 J36 2008","0","eng","enk"
"N7289.6 .I39 2008","0","ara","sy "
"N7289.6 .I39 2008","0","ara","sy "
"N7289.6 .I39 2008","0","ara","sy "
"D640.A2 B66 2008","2","eng","enk"
"PQ9469.2.C575 V45 2001","0","glg","sp "
"DP802.C377 S68 2003","0","por","po "
"B73 .R67 1988","1","eng","nyu"
"PN771 H346 1987","4","eng","ohu"
"CJ208 .C64 1981","2","eng","miu"
"PQ6635.A34 G66 2009","0","spa","sp "
"B5800 .N39 2001","0","eng","nyu"
"NK7983.A1 S538 2008","0","chi","cc "
"PS3568.O317 T45 2002","1","eng","nyu"
"BP80.Q86 M85 2005","2","eng","ctu"
"F2230.2.G72 S23 2007","0","spa","bo "
"PN1993.5.U6 .M69 1982","1","eng","ilu"
"DP402.C7 A62 2008","0","spa","sp "
"HQ798 .C5644 2005","1","eng","nyu"
"HT169.M62 M47 2008","0","spa","mx "
"F1783.M38 B656 2008","1","spa","mx "
"PQ8497.G6 Z76 2008","1","spa","pe "
"NK4367.I35 Z56 2008","2","chi","cc "
"PQ6044 .B635 2009","0","spa","sp "
"DS59.K86 B394 2007","0","tur","tu "
"HB3577 .S87 2008","0","spa","uy "
"HC445 .N67 2008","0","tha","th "
"PL4236.4 .S62 2008","1","tha","th "
"DS570.5 .B46 2008","0","tha","th "
"GT1555 .C426 2009","0","chi","cc "
"DR445 .K39 2005","0","tur","tu "
"DS578.32.P3757 A3 2008","0","tha","th "
"DS589.C56 S25 2008","0","tha","th "
"f SF274.T9 U57 1997","0","tur","tu "
"PJ7952.I565 K33 2009","0","ara","le "
"PN2471 .M85 2008","1","por","bl "
"HV8227.2.A5 V67 2007","0","rus","ru "
"PS3569.O7374 C6 2005","1","eng","nyu"
"PK2708.9.N3 .M8","3","raj","ii "
"DR739.M32 .B57 1999","0","tur","tu "
"DK511.D2 G385 2007","0","rus","ru "
"PQ9281.A66 S28 2005","0","por","po "
"PQ9272.U3 C6 2007","0","por","po "
"PQ9275.E547 L46 2006","0","por","po "
"BX495.S25 L48 2007","0","rus","ru "
"DR438.1 .A84 2005","0","tur","tu "
"PG7223 .O38 S46 2008","0","pol","pl "
"PN5124.S45 N54 2009","4","eng","cau"
"P121 .O35 2010","4","eng","mau"
"UA646.3 .U48 2004","0","tur","tu "
"DT254 .H83 2006","0","ara","ti "
"DK268.4 .I45 2008","0","rus","ru "
"DR479.A75 G865 2009","0","tur","tu "
"PR6106.O778 F43 2007","0","eng","enk"
"PQ3897 .G46 2008","0","eng","enk"
"PQ9698.12.R535 D48 2005","0","por","bl "
"JQ898.D293 D3643 2009","0","vie","vm "
"PL248.K468 D87 2005","0","tur","tu "
"B443.A6 D6714 1995","2","fre","fr "
"DC430 R385 2009","0","ger","gw "
"HV6197.T8 O53 2008","1","eng","enk"
"CC100 .S3613 1997","0","eng","nyu"
"HC492 .B675 2008","0","tur","tu "
"DR435.A7 S46 2006","0","tur","tu "
"KBP632.55 .Q253 2001","0","ara","mm "
"PN6460 .S34 2008","0","ger","gw "
"DR726 .S46 2008","0","tur","tu "
"PQ9511 .A63 2008","0","por","bl "
"DX265 .K65 2009","0","tur","tu "
"ND813 G7 G85","1","spa","sp "
"DS165 .B47 2009","0","tur","tu "
"BL60 .D56 2006","0","tur","tu "
"BJ1498 .H36 2009","0","ger","gw "
"HC444 .T364 2007","0","vie","vm "
"PR5363 .P8 2008","5","eng","enk"
"BX2683.D39 B45 2008","0","tur","tu "
"DD281.6 .E75 2006","0","ger","gw "
"PH623 .E34 1988","0","est","er "
"PH623 .E34 1988","0","est","er "
"HN530.2.B25 B252 2007","0","rus","ru "
"HN700.5.A8 N47 2009","0","vie","vm "
"D16.9 .K355 2009","0","ger","gw "
"HB3633.4.I9 P44 2008","0","tur","tu "
"DK33 .K67 2005","0","rus","ru "
"PQ9571 .S24 2007","0","por","bl "
"PQ9698.23.I28 P27 2009","0","por","bl "
"DK508.9.Z35 S74 2008","0","cze","xr "
"F2538.27.V535 A3 2008","0","por","bl "
"PQ9698.13.O3546 S47 2009","1","por","bl "
"BP136.5 .M355 2006","0","ara","le "
"GT5904.5.B6 P47 2006","0","por","bl "
"D282 .G67 2009","0","spa","sp "
"Z2514.S66 N39 2008","0","rus","ru "
"PQ9278.A27 Z48 2004","0","por","po "
"DL528 .K657 2008","0","nor","no "
"DS560.72.H6 H6345 2009","0","vie","vm "
"PQ9697.R76 C634 2007","0","por","bl "
"GV697 .Y45 2008","0","tur","tu "
"PJ7946.A94 A85 2000","0","ara","ti "
"DP702.A87 H57 2008","0","por","po "
"DP702.A87 H57 2008","0","por","po "
"DS559.912 .D656 2008","0","vie","vm "
"DD290.29 .P75 2009","0","pol","pl "
"JN8395.A2 V47 2007","0","spa","sp "
"CD1733.3 .R68 2000","0","rus","ru "
"DF261 S8G4","1","ger","gw "
"F1035.C5 F55 2006","0","eng","bcc"
"DK599 .K855 2004","0","rus","ru "
"PQ6657.A64665 A7 2008","0","spa","sp "
"DB30 .J64 1976","1","eng","cau"
"PT3895.E88 A98 2009","0","ger","gw "
"CT1908.O48 A3 2008","0","tur","tu "
"PN3169.B62 S28 2008","0","por","bl "
"PQ6653.A744 A85 2008","0","spa","sp "
"PQ6048.W6 V63 2008","0","spa","sp "
"HQ1154 .L84 2008","1","spa","sp "
"PN6728.Z52 G7598 2008","0","eng","wau"
"DP270 .E814 2008","0","spa","sp "
"BX492 .G47 2007","1","rus","ru "
"P302.15.I742 Q88 2009","0","ara","jo "
"PQ9261.V276 Z868 2004","0","por","po "
"JL1281 .P63 2009","0","spa","mx "
"HD6820.5 .C63 2009","0","vie","vm "
"F3448.H3 A25 2009","0","spa","pe "
"F2279 .O24 2007","0","spa","ck "
"PQ9697.B78 T738 2007","0","por","bl "
"F3732.5.C7 C67 2009","0","spa","ec "
"PN5028.S3 C36 2009","0","por","bl "
"F1410 .S344 2009","0","por","bl "
"PQ2097 .T7","1","fre","fre"
"KG483.W66 M85 2009","1","spa","ec "
"HQ1075.5.B7 E53 2008","0","por","bl "
"DT325.92.I27 L86 2006","0","und","mr "
"DT1385 .P55 2008","0","por","po "
"PQ9282.A93 R56 2007","0","por","po "
"DK268.S8 B74 2008","0","rus","ru "
"PG3479.4.O435 I58 2008","0","rus","ru "
"DS560.72.H6 V68 2008","0","vie","vm "
"PQ9263.L533 S44 2005","0","por","po "
"P128.C68 A93 2008","0","por","bl "
"DS560.72.D26 T73 2008","0","vie","vm "
"PQ9261.V277 G73 2007","0","por","po "
"PR708.I45 M37 2008","1","eng","enk"
"DS560.72.N42 D352 2007","0","vie","vm "
"HB221 H3","0","eng","nyu"
"DS559.912 .N475 2008","0","vie","vm "
"JQ831 .N529 2008","0","vie","vm "
"Z665.2.V5 N43 2006","0","vie","vm "
"HD1683.C17 C66 2009","0","eng","cm "
"JC599.C17 H86 2008","0","eng","cm "
"PJ5024 .B371 1987","1","heb","heb"
"BX4621.R47 M57 2007","0","spa","ag "
"PQ9261.L4423 C636 1962","0","por","po "
"BV2230 .S68 1969","0","por","ao "
"HE906.7 .N395 2008","0","eng","nr "
"JQ3096 .U42 2007","0","eng","nr "
"PQ6669.I345 I68 2009","0","spa","sp "
"HB1.N23 N14","0","eng","eng"
"HB1.N23 N14","0","eng","eng"
"HB1.N23 N14","0","eng","eng"
"HB1.N23 N14","0","eng","eng"
"HB1.N23 N14","0","eng","eng"
"HB1.N23 N14","0","eng","eng"
"BM520.84.A213 T68","1","eng","heb"
"BM520.84.A213 T68","0","eng","eng"
"PQ9469.3.F47 M35 1999","0","glg","sp "
"PQ6601.R58 F38 2009","0","spa","sp "
"KKT2101 .N33 2009","0","spa","sp "
"LA339.5.K39 N38 2007","0","rus","ru "
"CD1965.D83 S86 2008","0","hrv","ci "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"PJ7824.A62 K437 2008","0","ara","le "
"AE35.55 .V57 2001","0","lit","li "
"DS135.S7 I88 2008","0","spa","sp "
"PQ8220.429.A536 L53 2002","0","spa","ec "
"PC3942.29.I7 Z84 1998","0","cat","sp "
"PC4826 .C66 2007","3","spa","gw "
"DS489.59.I4 K63 2008","0","eng","ce "
"KKT4800 .R36 2008","0","spa","sp "
"PL73.5 .M67 2006","0","rus","ru "
"DP402.Z46 A73 2008","0","spa","sp "
"DS63.6 .H363 2008","0","ara","le "
"DS63.6 .H363 2008","0","ara","le "
"DS63.6 .H363 2008","0","ara","le "
"DP59.9 .R83 2009","0","spa","sp "
"KBP184.A4 A422 2009","0","ara","le "
"AE35.55 .V57 2001","0","lit","li "
"DP202.A2 R49 2009","0","spa","sp "
"HD9506.B62 C74 2009","1","spa","bo "
"PQ6641.A47 M84 2008","0","spa","sp "
"HC340.F3 G654 2009","0","rus","ru "
"UA853.V5 N489 2008","0","vie","vm "
"JV8258 .L33 2008","0","spa","sp "
"PQ6653.O698 R49 2009","0","spa","sp "
"DS354.6.U82 S5 1994","0","eng","mdu"
"JQ1806.Z1 S843 2002","0","tur","tu "
"DK4449 .P38 2008","0","pol","pl "
"PQ6668.A3754 O33 2008","0","spa","sp "
"GV942.7.U72 A3 2002","0","tur","tu "
"PQ6352 .E58 2009","0","spa","sp "
"PG3505.R67 D53 2005","0","rus","ru "
"PL248.A31223 A87 2001","0","tur","tu "
"NA835 .E88 2008","0","spa","ag "
"HC492 .I58 2002","0","eng","tu "
"DD801.B23 A2","0","ger","ger"
"DP53.M65 E76 2008","0","spa","sp "
"F3601.3 .V45 2008","0","spa","pe "
"KG574.A6 U56 2009","0","spa","ec "
"DR589 .B368 2006","1","tur","tu "
"F3320.2.C34 T33 2008","0","spa","dk "
"DT219 .A95 2008","0","tur","tu "
"HC270.28 .K365 2002","0","cze","xr "
"PC13 .R58","0","fre","fre"
"PG5039.29.U38 A6 2004","0","cze","xr "
"PG5038.G25 Z47 2006","0","cze","xr "
"PA25 .H4","0","ger","ger"
"DR586 .K646 2008","0","tur","tu "
"PN2859.C96 N49 2005","0","cze","xr "
"PQ9281.A66 V53 2008","1","por","po "
"PA25 .H4","0","ger","ger"
"PQ9929.O53 E62 2005","0","por","po "
"GV1507.C7 V56 2004","0","rus","ru "
"HC492 .T233 2008","0","tur","tu "
"DS556.44 .T67 2008","0","vie","vm "
"ND534.5 .K58 A3 2005","0","cze","xr "
"JQ898.D293 T36 2008","0","vie","vm "
"HT169.B7 S465 2006","0","por","bl "
"DB2208 .C47 2002","0","cze","xr "
"HC493.S36 T66 2008","0","tur","tu "
"F2520.1.T925 H88 2007","0","por","bl "
"HN803.L87 K37 2007","0","eng","za "
"F2651.S29 A22 2008","0","por","bl "
"DR435.K87 E77 2007","0","tur","tu "
"HC435.3 .I58 2008","0","eng","ii "
"HC435.3 .I58 2008","0","eng","ii "
"HC435.3 .I58 2008","0","eng","ii "
"F2659.N4 H57 2007","0","por","bl "
"E99.T34 A629 2009","0","fin","fi "
"DL1180.V54 P67 2008","0","fin","fi "
"PH355.M8 Z77 2008","0","fin","fi "
"UF535.V5 B56 2008","0","vie","vm "
"DB2040 .L53 2007","0","cze","xr "
"DB2040 .L53 2007","0","cze","xr "
"DB2040 .L53 2007","0","cze","xr "
"PQ9261.L758 Z68 2009","0","por","po "
"DS556.5 .V985 2009","0","vie","vm "
"PH666.21.R6 Z8334 2008","0","fin","fi "
"PQ9929.P46 P53 2009","0","por","po "
"PQ9282.A89 S466 2009","0","por","po "
"GR1 .F53","0","ger","fre"
"PN5355.C94 P65 2005","0","cze","xr "
"PQ9275.E84 B74 2009","0","por","po "
"PR6052.E48 G55 2008","0","eng","enk"
"BX3742.A1 C28 2008","0","por","po "
"PQ9263.L35 S477 2008","0","por","po "
"PR4865.L5 A6 2003","0","eng","miu"
"JN5452 .R534 2008","0","ita","it "
"GN778.22.C94 H37 2007","0","eng","xr "
"PR4024 .C36 2008","0","eng","enk"
"DS110.N216 M49 2009","0","eng","inu"
"U393.5 .S58 2006","0","eng","dcu"
"LC2682.A12 B45 1979","1","eng","vau"
"PN1811 .S76 2000","0","ita","it "
"PN6710 .C667 C6 2009","7","eng","msu"
"DD207 .S5413 1998","0","eng","nyu"
"DS195.5 .D48 2005","0","arm","ai "
"BD450 .B66 2005","0","ita","it "
"ML1751.V53 N483 2008","0","vie","vm "
"HX289.7.G73 S78 2008","0","ita","it "
"HX288.G6963 S78 2007","0","ita","it "
"Z721 .H227 1999","3","eng","mdu"
"PG3476 .T59 1998","0","rus","ru "
"DS556.57 .L872 2007","0","vie","vm "
"BP63.A38 C44 2009","2","eng","si "
"BL2055 .V84 2008","0","vie","vm "
"ML1751.V53 B84 2004","0","vie","vm "
"KNC524.A45 C66 2008","0","eng","si "
"KNC524.A45 C66 2008","0","eng","si "
"PG2021 .R8664 2007","0","rus","ru "
"BT303.2 .M465 1991","0","eng","nyu"
"BX1749.P4 W345 2007","0","eng","onc"
"DS560.3 .T872 2007","0","vie","vm "
"PH355.T88 W35 2004","0","fin","fi "
"R611.V5 L36 2009","0","vie","vm "
"DS523.2 .V45 2008","0","vie","vm "
"PN6377.V53 C26 2009","0","vie","vm "
"PN6377.V53 C26 2009","0","vie","vm "
"KTA2100 .B34 2007","0","eng","nr "
"QC903.2.N6 A34 2008","0","eng","nr "
"RD732.3.C48 O45 2008","0","eng","nr "
"BP604.2.N6   O43 2008","0","eng","nr "
"HQ799.8.K46 D57 2008","0","eng","ke "
"DT469.M429 T73 2008","0","eng","mf "
"HT145.I8 T33 2009","0","ita","it "
"BV1533 .E55 2006","0","por","bl "
"GR177.R66 B34 2006","0","ita","it "
"HD2346.T34 Z36 2006","0","eng","tz "
"DG427 .B46 2008","0","ita","it "
"PQ9469.P43 V45 1901","0","glg","sp "
"Z340.A6 D4 2005","0","ita","it "
"RA643.86.N6 A48 2003","0","eng","nr "
"HC308.V4 C47 2007","0","ita","it "
"DG424 .S28 2009","0","ita","it "
"KKH3025 .B37 2007","0","ita","it "
"HC302.5.M65 M57 2007","0","ita","it "
"PR6053.H786 Z86 2008","1","eng","enk"
"HD7288.78.N3 R476 2005","0","eng","sx "
"PQ9275.O85 M36 2000","0","por","po "
"DG674.2 .C63 2007","0","ita","it "
"ND623.G498 A4 2009","0","ita","it "
"PQ9263.N77 Z55 2003","0","por","po "
"PR9570.S53 T474 2008","0","eng","si "
"HQ76.8.I8 M36 2007","2","ita","it "
"PN189 .K67 2008","0","tur","tu "
"DK40 .S6 1894","0","rus","ru "
"DK40 .S6 1894","0","rus","ru "
"DK40 .S6 1894","0","rus","ru "
"QH11 .C66 2008","0","spa","sp "
"JC599.I432 A257 2007","0","eng","io "
"DP802.P46 C34 1994","0","por","xx "
"NA3850.I7 N39 2008","0","ara","le "
"HN656.5.A8 E72 2008","0","tur","tu "
"BP75.5 .M843 2007","0","ara","le "
"DR571 .O97 2008","0","tur","tu "
"Q124.97 .N378 2008","0","ita","it "
"SD202.V46 L38 2009","0","ita","it "
"BL1225.S182 D87 2008","1","eng","ii "
"NA5250 .J56 2008","0","spa","mx "
"P85.E74 A6 2008","0","cze","xr "
"DS51.E53 C35 2007","0","tur","tu "
"JV7409.G83 M54 2007","1","spa","mx "
"TX723 .M329 2007","0","ita","it "
"F3430.1.M6 I68 2008b","0","spa","pe "
"QH77.I5   B43 2007","0","eng","io "
"KBP310.B84 .N35 2007","0","ara","le "
"PQ4630.M35 D73 2009","0","ita","it "
"D766.6 .N55 2008","0","srp","rb "
"HD8448 .B54 1995","2","eng","cau"
"HV5840.B6 A8355 2009","0","spa","bo "
"PJ7755.I25 Z87 2007","0","ara","ua "
"CT275 C885 A3","1","eng","enk"
"PQ9533 .N67 1997","0","por","bl "
"D523 .L443","1","eng","mau"
"PQ4053.C49 D54 2009","0","ita","it "
"D570.1 .K43","2","eng","nyu"
"HC241.2 .M487 1992","1","eng","cau"
"DS135.I7 A235 2008","0","ara","ua "
"PR9570.S53 Q54 2008","4","eng","si "
"PQ9224 .C69 1974","0","por","po "
"DG579.M63 V45 2009","0","ita","it "
"HV8099.T5 O458 2009","0","eng","si "
"BP195.W22 I26 2000","0","ara","su "
"BP195.W22 I26 2000","0","ara","su "
"PQ4204.A3 C5","0","ita","ita"
"PS3614.E248 P58 2009","2","eng","dcu"
"PQ9278.I47 C65 2004","0","por","po "
"PQ2603.L3343 Z934 2009","2","eng","enk"
"BS2555.52 .B512 2006","0","eng","enk"
"DA645 .E6","0","eng","eng"
"CT3990.A2 H354 2008","0","ara","sy "
"CT3990.A2 H354 2008","0","ara","sy "
"PR9369.3.F8 V53 2009","1","eng","nyu"
"PN6231.J5 M663 2009","1","eng","nyu"
"DS126 .A566 2002","0","ara","is "
"PA3937 .A2 2006","1","eng","mau"
"JQ1875.T6719 2004","0","ara","ly "
"HC79.P63 F6719 2008","0","vie","vm "
"PA3011 E5 T46","1","eng","enk"
"KMM90.5.A48 J67 1998","1","ara","jo "
"DS135 P7 K319 1971","0","por","po "
"LA928.7 C37 2008","0","por","po "
"PQ9263.N77 A96 2008","1","por","po "
"PR9372.N94 E93 2007","0","eng","nr "
"PQ9698.26.R367 S48 2008","0","por","bl "
"KTW97.8 .W49 2006","0","eng","ug "
"DS110.A3 B87 1994","0","ara","le "
"BP64.S73 E5 1995","0","ara","enk"
"PG7208.O54 M65 2008","0","pol","pl "
"HM1271 .P583 2009","0","spa","ec "
"DT304 .K85 2009","0","eng","si "
"HM753 .I29 2008","0","spa","mx "
"DP802.T43 T75 2003","0","por","po "
"KBP370.M88 A34 2008","0","ara","le "
"KBP370.M88 A34 2008","0","ara","le "
"HM621 .S636 2007","1","spa","mx "
"DK511.D8 K67 2008","0","rus","ru "
"BP10.J383 A176 2008","0","ara","ua "
"BP10.J383 A176 2008","0","ara","ua "
"PS4555.H57 T48 1964 sound/d","0","eng","nyu"
"DS556.42 N4822 2008","0","vie","vm "
"TR655 .M7 2006","1","eng","nyu"
"TR655 .M7 2006","0","eng","nyu"
"TR655 .M7 2006","1","eng","nyu"
"HN133.5 .S263 2009","0","spa","cr "
"HD7361.A3 C45 2003","0","eng","ii "
"LA2383.I62 N246 2008","0","eng","ii "
"BL980.R8 T65 2007","0","rus","ru "
"DA564.B3 .A4 1982","0","eng","onc"
"DS134.82 .K66 2007","0","rus","is "
"DS556.83.N39 N46 2008","0","vie","vm "
"E660 .G74","0","eng","ilu"
"BX3702 .P23 1882","0","por","po "
"Z42.4.I8 A88 2009","1","ita","it "
"DK4600.S4666 W58 2006","0","pol","pl "
"JN7399.A795 M53 2007","0","fin","fi "
"PG7051 .O93 2006","0","pol","pl "
"PQ8097.N4 Z774 2007","0","spa","cr "
"ML410.J3866 A8 2009","0","fin","fi "
"PR101 .Z63 2006","0","pol","pl "
"DG538 .S78 2008","0","ita","it "
"DG538 .S78 2008","0","ita","it "
"F2281.C6 C47 2008","0","spa","ck "
"DL1180.O85 O85 2009","0","fin","fi "
"F3320.2.C39 V69 2006","0","spa","bo "
"DK651.V93 V55 2009","0","fin","fi "
"DS530.65 .D47 2005","1","eng","th "
"PT2363.H78 E4 2009","0","ger","gw "
"JL2231 .A27 2008","0","spa","bo "
"PJ7864.A435 A17 2007","0","ara","le "
"PJ7864.A435 A17 2007","0","ara","le "
"BX1650.A7 C364 2008","1","vie","vm "
"DK511.C2 D66 2007","0","eng","ru "
"DS556.42 .N4817 2008","0","vie","vm "
"PG3483.E587 V2 2008","0","rus","ru "
"DS556.42 .L425 2008","0","vie","vm "
"BX8316.M4 S83 2006","0","eng","my "
"PL4378.9.X764 C36 2008","0","vie","vm "
"HG3729.B32 C65 2005","0","eng","bg "
"HC444 .C325 2008","0","vie","vm "
"","1","rus","ru "
"DS559.92.T44 D53 2009","0","vie","vm "
"f TT504.6.I5 D42 2008","0","eng","io "
"BX1557.A42 S25 2003","0","por","po "
"PM7849.C3 D45 2008","0","por","po "
"BL2592.U5 T87 2000","0","por","bl "
"PC355 .K618 2007","0","spa","sp "
"PC4074.75 .C66 2007","0","spa","sp "
"PQ6042.F5 H57 2009","0","spa","sp "
"KPF0 .U536 1997","0","ara","jo "
"PT2363.H78 J8 2009","0","ger","gw "
"PN2859.P66 M68 2008","0","pol","pl "
"DD165 .G65 2009","0","ger","gw "
"DD165 .G65 2009","0","ger","gw "
"DR1965 .S56 2008","1","srp","rb "
"BP173.3 .B56 2007","0","ara","ti "
"PG3482.6.I695 Z54 2008","0","rus","ru "
"HD8599.A99 S55 1960","0","por","po "
"ND1025.8.L37 A4 2009","0","eng","si "
"BP188.8.I55 B87 2005","0","per","ir "
"HN700.5.Z9 P438 2007","0","vie","at "
"PN4725 .S46 2006","0","por","cv "
"DS486.B7 M37 2007","1","eng","ii "
"PJ7914.T37 D88 2007","0","ara","wj "
"PG3501.U35 Z34 2008","0","rus","ru "
"DJ92.I73 L43 2008","2","dut","ne "
"PT2623 .Le325 1982","0","ger","gw "
"BP161.3 .A215 2009","0","eng","si "
"JX4084.I8 A55 2001","0","ara","is "
"HD2346.A744 D48 2007","0","eng","si "
"BP172.5.C3 B57 2007","0","ara","gz "
"HQ800.4.F82 B68413 2008","4","eng","ilu"
"F2596.P56 S36 2008","0","por","bl "
"DP676.S25 O73 2008","0","por","po "
"PJ7908.A33 H32 2004","0","ara","wj "
"KSX4654 .C66 2007","0","por","mz "
"GC801 .K9 2008","0","vie","vm "
"HD7051 .W67 2006","0","eng","ii "
"PJ8190.2 .B39 2001","0","ara","wj "
"PQ9265.A7652 M46 2003","0","por","po "
"AP50 .K5 1840a","1","rus","un "
"AP50 .K5 1840a","1","rus","un "
"AP50 .K5 1840a","1","rus","un "
"DS195.3.A63 S572 1996","0","arm","ai "
"DS316.3 .F372 2003","0","per","ir "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"DS119.76 .I6 2007","0","ara","wj "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"PG7161.A74 F33 2008","0","pol","pl "
"HD7051 .W67 2006","0","eng","ii "
"PQ9316.E85 P74 2001","0","por","po "
"HD8660 .B327 2008","0","ara","sy "
"HD8660 .B327 2008","0","ara","sy "
"HD8660 .B327 2008","0","ara","sy "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"HD7051 .W67 2006","0","eng","ii "
"PQ9469.B53 X67 1999","0","glg","sp "
"RS180.V5 N484 2006","0","vie","vm "
"DS79.89.D5 H395 2006","0","ara","iq "
"JC311 .Q274 2006","0","ara","iq "
"DS79.9.K37 A68 2006","0","ara","iq "
"PK6908.9.X44 K58 2007","0","kur","iq "
